Account, LUEs, InstalledMonth
648,021,483.0
648,023,178.0
648,024,1754.0999999999997
648,025,2013.4999999999993
648,026,3270.3
648,027,1621.0999999999997
648,028,407.6
648,030,634.3
648,031,179.0
648,032,328.0
648,034,223.9
648,035,217.6
648,036,249.0
648,037,218.6
648,038,145.3
648,039,358.5
648,040,475.0
648,041,413.0
648,042,194.3
648,043,478.6
648,045,112.0
648,051,792.5
648,053,833.1999999999999
648,055,14.0
648,057,169.0
648,116,1458.3
